Image Path,Classification
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0285.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0373.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0374.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0375.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0377.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0378.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0404.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0430.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0431.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0454.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0493.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0495.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0602.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0616.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0637.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0638.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0639.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_PICT0741.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 597.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 598.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 599.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 600.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 601.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 602.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 604.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 606.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 607.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 610.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 611.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 612.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 613.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 614.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 615.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 616.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 618.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 619.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 620.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 621.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 626.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Simsons Spring 643.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_Spring South Ugab 03 September 2009 214.jpg,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0804.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0805.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0806.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0809.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0810.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0893.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0894.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0927.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0929.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP0930.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1036.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1038.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1042.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1043.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1046.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1047.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1048.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1049.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1050.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1051.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1052.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1053.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1056.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1057.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1059.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1062.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1072.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1073.JPG,Day
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1311.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1312.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP1313.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2761.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2762.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2763.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2764.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2765.JPG,Night
balanced_dataset_split\train\panthera pardus\panthera pardus_SUNP2766.JPG,Night
balanced_dataset_split\train\papio anubis\papio anubis_20140606-PICT0421.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0046.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0052.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0053.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0054.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0055.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0056.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140706-PICT0057.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0066.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0078.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0079.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0081.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0083.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0084.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0087.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0088.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0089.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0090.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0091.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0094.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0097.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0098.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0099.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0102.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0106.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0109.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0114.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0117.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0119.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0120.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20140804-PICT0123.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20141029-PICT1493.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150119-EK000251.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150119-EK000252.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150325-EK000304.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150402-EK000314.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150402-EK000315.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150402-EK000317.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150402-EK000324.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150410-EK000333.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150414-EK000341.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150522-PICT0148.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150522-PICT0151.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150522-PICT0154.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150613-PICT4134.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150622-PICT0217.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150622-PICT0226.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150622-PICT0232.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150622-PICT0233.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150630-PICT0270.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150630-PICT0278.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150630-PICT0279.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150728-PICT0370.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150728-PICT0374.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150728-PICT0375.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150728-PICT0382.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150728-PICT0384.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0019.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0020.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0022.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0025.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0026.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0028.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0029.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0030.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0031.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0035.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0036.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0044.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0045.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0049.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0051.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20150913-PICT0052.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20151114-PICT0077.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20151114-PICT0089.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20151114-PICT0090.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20151208-PICT0148.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20170129-PICT0058.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_20170129-PICT0064.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_Hden_end73.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0008.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0009.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0010.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0011.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0030.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0396.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0397.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0398.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0399.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0403.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0405.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0471.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0510.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0526.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0527.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0528.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0544.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0545.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0546.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0547.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0548.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0549.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0552.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0554.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0555.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0559.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0560.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0561.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0563.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT0564.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1003.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1006.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1189.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1190.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1196.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1197.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1198.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1199.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1205.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1207.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1208.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1209.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1210.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1211.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1212.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1219.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1231.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1232.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1233.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1237.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1238.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1239.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1242.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1244.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1699.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1701.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1702.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1704.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1705.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1706.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1708.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1715.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1716.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1718.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1726.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1727.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1728.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1729.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1735.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1736.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1737.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1738.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1739.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1740.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1741.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1748.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1749.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1762.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1764.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1766.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1768.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1769.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1770.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1771.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1777.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1781.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1785.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1791.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1797.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1818.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1819.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1820.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1822.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1823.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1824.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1828.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1829.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1830.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1833.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1834.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1835.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1836.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1842.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1843.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1845.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1850.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1851.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1858.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1859.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1860.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1861.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1864.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1865.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1866.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1873.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1874.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1875.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1878.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1879.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1880.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1881.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1885.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1887.JPG,Day
balanced_dataset_split\train\papio anubis\papio anubis_PICT1889.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20140809-PICT0208.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20140809-PICT0209.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20140809-PICT0210.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20141029-PICT0067-2.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20141029-PICT0067.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20141029-PICT0068-2.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20141029-PICT0068.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20150103-PICT0211.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_20150124-PICT0250.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end01.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end02.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end03.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end05.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end07.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end08.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end09.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end10.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end11.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end12.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end13.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end14.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end15.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end18.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end19.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end20.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end23.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end24.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end25.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end26.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end27.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end28.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end29.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end30.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end31.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end32.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end34.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end35.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end36.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end37.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end38.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end39.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end40.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end41.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end42.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end43.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end46.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end49.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end50.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end51.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_Hden_end52.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0103.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0104.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0105.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0106.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0258.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0268.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT0269.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT1178.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT1186.JPG,Day
balanced_dataset_split\train\procavia capensis\procavia capensis_PICT1189.JPG,Day
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140516-PICT0059.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140516-PICT0060.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140525-PICT0053-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140608-PICT0034.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140608-PICT0035.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140608-PICT0037.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140608-PICT0038.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140608-PICT0039.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140624-PICT0244.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140806-PICT0045.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140806-PICT0046.JPG,Night
